,product_id,category_id,description
101,87E4005056A615EF11E3B1713102C4FD,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4925 6;5x16 5/108 ET 52;5 DIA 63;3 Sil
102,87E4005056A615EF11E3B1713102C507,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3160 6;5x16 5/112 ET 33 DIA 57;1 BFP
103,87E4005056A615EF11E3B1713102C511,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3160 6;5x16 5/112 ET 43 DIA 66;6 BFP
104,87E4005056A615EF11E3B1713102C51B,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4601 6;5x16 5/112 ET 50 DIA 57;1 MWRI
105,87E4005056A615EF11E3B1713102C525,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3159 6;5x16 5/114;3 ET 40 DIA 66;1 BFP
106,87E4005056A615EF11E3B1713102C52F,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y450 6;5x16 5/114;3 ET 40 DIA 73;1 BFP
107,87E4005056A615EF11E3B1714B8ED0E7,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4816 6;5x16 5/114;3 ET 43 DIA 67;1 White
108,87E4005056A615EF11E3B1714B8ED0F1,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4917 6;5x16 5/114;3 ET 45 DIA 60;1 Sil
109,87E4005056A615EF11E3B1714B8ED0FB,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4816 6;5x16 5/114;3 ET 46 DIA 67;1 White
110,87E4005056A615EF11E3B1714B8ED105,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3159 6;5x16 5/114;3 ET 50 DIA 66;1 BFP
111,87E4005056A615EF11E3B1714B8ED10F,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3159 6;5x16 5/114;3 ET 52;5 DIA 67;1 BFP
112,87E4005056A615EF11E3B1714B8ED119,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4917 6;5x16 5/115 ET 41 DIA 70;1 Sil
113,87E4005056A615EF11E3B171669DC8DF,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y232 6;5x17 5/114;3 ET 35 DIA 67;1 BFP
114,87E4005056A615EF11E3B171669DC8E9,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y738 6x14 4/100 ET 43 DIA 60;1 Sil
115,87E4005056A615EF11E3B171669DC8F3,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y833 6x14 4/100 ET 45 DIA 73;1 BFPRI
116,87E4005056A615EF11E3B171669DC8FD,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y210 6x14 4/98 ET 35 DIA 58;6 Sil
117,87E4005056A615EF11E3B171669DC907,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y290 6x14 4/98 ET 35 DIA 58;6 White
118,87E4005056A615EF11E3B171669DC911,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3127 6x14 4/98 ET 35 DIA 58;6 BFP
119,87E4005056A615EF11E3B171669DC91B,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3170 6x14 4/98 ET 35 DIA 58;6 BFP
120,87E4005056A615EF11E3B1718210BAF5,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y462 6x14 4/98 ET 35 DIA 58;6 BFP
121,87E4005056A615EF11E3B1718210BAFF,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y736 6x14 4/98 ET 35 DIA 58;6 BFP
122,87E4005056A615EF11E3B1718210BB09,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y833 6x14 4/98 ET 35 DIA 58;6 MWRI
123,87E4005056A615EF11E3B1718210BB13,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y244 6x14 4/98 ET 38 DIA 58;6 Sil
124,87E4005056A615EF11E3B1718210BB1D,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3179 6x14 5/100 ET 35 DIA 57;1 MBLP
125,87E4005056A615EF11E3B1718210BB27,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3176 6x15 4/100 ET 40 DIA 56;6 BFP
126,87E4005056A615EF11E3B1719DC8B51B,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3120 6x15 4/100 ET 45 DIA 54;1 BFP
127,87E4005056A615EF11E3B1719DC8B525,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y736 6x15 4/100 ET 45 DIA 73;1 BFP
128,87E4005056A615EF11E3B1719DC8B52F,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3176 6x15 4/100 ET 48 DIA 54;1 Sil
129,87E4005056A615EF11E3B1719DC8B539,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4917 6x15 4/100 ET 48 DIA 54;1 BFP
130,87E4005056A615EF11E3B1719DC8B543,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4601 6x15 4/100 ET 49 DIA 60;1 BFPRI
131,87E4005056A615EF11E3B1719DC8B54D,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y465 6x15 4/100 ET 50 DIA 60;1 BFP
132,87E4005056A615EF11E3B171B9FC7729,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4601 6x15 4/108 ET 50 DIA 63;3 MBLP
133,87E4005056A615EF11E3B171B9FC7733,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y465 6x15 4/114;3 ET 40 DIA 66;1 BFP
134,87E4005056A615EF11E3B171B9FC773D,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3159 6x15 4/114;3 ET 45 DIA 73;1 BFP
135,87E4005056A615EF11E3B171B9FC7747,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3118 6x15 4/98 ET 32 DIA 58;6 BFP
136,87E4005056A615EF11E3B171B9FC7751,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y738 6x15 4/98 ET 35 DIA 58;6 WFP
137,87E4005056A615EF11E3B171B9FC775B,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4601 6x15 5/100 ET 38 DIA 57;1 MWRI
138,87E4005056A615EF11E3B171B9FC7765,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3120 6x15 5/100 ET 43 DIA 57;1 BFP
139,87E4005056A615EF11E3B171D7F6E15F,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4601 6x15 5/105 ET 39 DIA 56;6 MBLP
140,87E4005056A615EF11E3B171D7F6E169,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y3118 6x15 5/112 ET 47 DIA 57;1 BFP
141,87E4005056A615EF11E3B171D7F6E173,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4601 6x15 5/112 ET 47 DIA 57;1 MWRI
142,87E4005056A615EF11E3B171D7F6E17D,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y4816 6x15 5/114;3 ET 43 DIA 66;1 White
143,87E4005056A615EF11E3B171D7F6E187,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y7330 6x15 5/139;7 ET 0 DIA 108;5 Sil
144,87E4005056A615EF11E3B171D7F6E191,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y9100 7;5x17 5/105 ET 42 DIA 56;6 Sil
145,87E4005056A615EF11E3B171F2CF1989,B24E00155D030B1F11E270E6F5145C0B,Автомобильный диск Литой Nitro Y9100 7;5x17 5/114;3 ET 45 DIA 73;1 BFP
